0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,1.076202,3.06814,3.401704,0.66989,5.7533900000000004,2.28943,-3.9930809999999997,1.2550700000000001,-2.9313733699999998,-3.7829560000000004,-0.5303148,-4.80999,-3.4843200000000003,-2.665718,8.28603,-2.637378,-2.3108769999999996,-1.3065120000000001,-11.14847,1.551152,0.10039999999999999,-0.29137500000000005,6.6894599999999995,1.2474600000000002,-0.566403,-12.02975,1.7675100000000004,-2.11347,3.8119100000000006,-0.11307300000000003,33.758,2.638273,-3.0649302000000005,1.77267,2.90577,-1.3744039999999997,3.9251620000000003,0.7820429999999999,2.57367449,-1.6275720000000002,-2.3431499999999996,-0.9796699999999999,2.674756,-4.990139999999999,-2.16587,4.397378799999999,-0.599251,-2.6058440000000003,1.8898020000000004,1.4166440000000007
0,2.44433,1.117869,1.555393,-2.6989438999999997,3.035551,1.658807,-2.9543099999999995,-0.8524337,-1.672692,1.9821649999999997,-0.8102399999999998,0.52477,-1.651835,-0.41740800000000006,4.41936,3.435999,2.551953,-0.895821,-1.6162290000000001,-6.24165,-2.0083299999999995,1.1381051000000002,2.1343199999999998,0.723183,3.920964,-13.10744,-3.18354,2.0346200000000003,3.6148809999999996,-1.3148980000000001,26.218899999999998,3.363376,-0.09393400000000018,-5.644950000000001,-1.1222930000000002,-1.2540200000000001,-0.9677330000000002,2.4348369999999995,-0.7571399999999997,-3.56836,-1.723084,2.2010799999999997,-0.6579079999999998,3.75779,-0.09486999999999995,0.7378848,0.1990190000000001,0.864602,-1.7560982,2.60427
0,2.6585175,1.33598,-0.19896830000000004,-1.4471399999999999,0.22682000000000002,-0.21763100000000013,-2.75321,0.9911800000000001,0.030824999999999964,1.69861,-0.4541054,0.7582800000000001,-2.87103,-0.0602625,5.9082300000000005,2.4246499999999997,1.017274,-0.682468,-1.497867,-3.38291,-0.5986236,0.9223499999999998,0.04490999999999995,0.44456599999999996,2.0897900000000003,-10.31008,-4.83575,0.028470000000000106,3.06156,-0.8919039999999998,17.856,2.1842400000000004,-1.6830049999999999,-0.7679600000000002,0.8824619999999999,-0.3052279999999999,1.717572,1.5925860000000003,-0.62077,-2.81788,-2.78392,1.084536,1.042663,1.2370700000000001,1.72526,0.69254,-0.46063099999999996,-1.6344853119999998,-0.377142,1.394107
0,1.7279113,1.02244,0.8399967,-0.18431999999999998,3.211308,2.19346,-2.9849699999999997,1.1951610000000001,0.55353,-1.594288,-0.839248,-2.5551779999999997,-1.30936,0.05619000000000002,5.538690000000001,-0.64713,-0.631753,0.06361,-4.610589999999999,-1.6547699999999999,-1.612847,2.7760399999999996,2.23247,1.0399399999999999,2.9329199999999997,-8.248999999999999,-3.03653,0.050162000000000026,0.938456,0.06193999999999994,12.327299999999997,-0.4901300000000001,-1.51185,-2.08685,0.5172700000000001,0.09231199999999995,1.21215,-0.5530999999999999,0.26041000000000003,-0.42350999999999994,-2.8653820000000003,1.06283,0.13135000000000002,0.9946600000000001,1.9713,-0.354996,-1.18944,-3.3397200000000002,1.0790845,-2.0417799999999997
0,0.10819999999999996,-0.63994,-0.281285,-0.70987,-0.20014000000000004,0.33891299999999996,-1.16222,-0.03301,-0.86238,1.56751,0.42607,0.59063,0.25508,0.38997000000000004,-0.4939300000000001,0.56194,0.079437,-0.015170000000000017,-0.66725,-1.7126899999999998,-0.318185,0.891149,0.12822,-0.287651,1.7062599999999999,-2.42152,-1.64716,1.0351599999999999,0.8866099999999999,-0.834968,6.7575,-0.796597,0.8867800000000001,-1.39607,0.37201,-0.46353,0.684722,-0.34613000000000005,-0.486712,-0.6400399999999999,-0.24389,0.225015,-0.467564,-0.07773000000000002,-0.48191,0.7614188000000001,0.11470999999999998,-0.192092,-0.65913,0.79274
0,1.1892230000000001,0.5936159999999997,0.1900170000000001,-1.76593,2.2695239999999997,-0.6899240000000002,-4.0742522999999995,0.867469,-0.35831919000000007,-0.970661,-2.1404419999999997,0.12972900000000004,-3.472,-0.195065,4.561796999999999,-0.13422700000000004,-0.1671997,-0.47938999999999987,-1.462632,-4.33153,1.77451,2.655526,1.25775,-0.72596,2.50525,-11.587900000000001,-0.7180300000000001,-0.28353999999999996,2.025075,-2.12549,22.9658,2.4361,-3.21244,-1.52402,0.22713299999999997,0.7773400000000001,1.215803,2.6653590000000005,0.22611399999999993,-0.857512,-1.0855299999999999,1.7830468000000002,-1.251576,1.4538099999999998,-0.800263,-0.07429999999999998,0.09389999999999998,-0.5628900000000001,-1.6889878,0.969439
0,1.1609718,-1.2044700000000002,1.671185,-1.1437499999999998,0.676763,0.80491,-0.98744,0.605969,1.36093,-0.099215,-0.09722999999999998,0.27175,-1.7499699999999996,0.108451,1.2571759999999998,0.98439,1.0824529999999999,-0.815115,-3.18787,-0.6894499999999999,-0.63325,1.32716,1.64042,0.015610000000000013,1.34274,-5.7337,0.411617,-1.0746799999999999,0.9222899999999999,-1.26533,8.065900000000001,1.0868600000000002,-2.41678,-0.34946,1.6657920000000002,0.6551210000000001,1.813,0.18378000000000005,-0.21895099999999998,-1.21396,-0.73038,0.59292,0.04788399999999998,0.19548680000000002,1.44877,1.059964,0.7337600000000001,-0.5115700000000001,0.53413,-0.7892399999999999
0,3.1181660000000004,1.115199,1.1086017000000001,-1.8995099999999998,2.294529,1.9579649999999997,-2.438173,3.2685600000000004,-0.32081999999999994,-0.368813,-0.14431800000000009,-1.6512300000000002,-0.6057299999999999,-2.0450549999999996,5.299594000000001,-0.6080749999999999,0.08732699999999993,2.1869899999999998,-3.9298519999999995,-0.16169999999999995,-0.4359210000000001,3.0971480000000002,2.58097,-0.448996,2.6102004,-8.8907,-3.4277,-1.2237230000000001,2.3542229999999997,0.47735999999999995,16.3858,-1.3582899999999998,-0.6546943,-1.0994800000000002,1.6473200000000001,0.13415099999999996,2.52424,-0.3387699999999999,2.355724,0.46751700000000007,-3.402101,0.12063000000000001,1.20024,-0.9738437,1.75496,0.3570309999999999,-4.02985,-3.47461,-0.27023,-0.854816
0,0.88054,1.02495,1.0299719999999999,-0.8895599999999999,1.8609499999999999,-2.75889,-3.93809,2.2936199999999998,-1.498192,-1.3194359999999998,-2.242571,-1.2710599999999999,-1.55762,0.41654500000000005,4.23893,1.629756,-1.0566299999999997,-0.9068780000000001,-1.471898,-3.1870600000000002,-0.06919299999999995,3.46856,2.10333,0.270489,2.8276799999999995,-7.614600000000001,-1.05559,1.341507,2.69454,-2.2143300000000004,15.7697,4.64678,-2.82891,-0.40327399999999997,-0.163195,-0.06748599999999999,1.58685,0.24494600000000005,1.16533,-0.9945970000000003,-1.668492,0.733779,-0.920126,0.55003,1.780599,1.3271179999999998,-0.761311,0.7343350000000001,-0.06747000000000009,1.41447
0,1.179611,-0.918683,0.06907900000000011,-0.6661450000000002,2.02866,0.8159174999999999,-3.8825977,-0.10741939999999994,1.96137,-1.599799,0.17502200000000004,-0.014694999999999958,-2.22718,1.41845,1.42774,0.18142999999999998,0.2659183999999999,0.20964900000000003,-1.079309,-2.788395,0.8090620000000002,1.03628,-0.01377600000000001,0.7438970000000003,1.19522,-7.53576,-0.85501,1.223838,3.22994,-0.21749999999999992,17.8459,1.9507400000000004,-0.332284,1.52854,0.8845160000000001,1.31246,0.013132000000000033,1.3883499999999998,1.0379229999999997,-0.47248,-0.17860799999999993,1.4440109999999997,0.1429100000000001,-1.1774120000000001,1.3958550000000003,0.986796,0.047844999999999985,0.9718710000000002,0.93755,1.15479
